
"annual population survey"
"ONS Crown Copyright Reserved [from Nomis on 31 May 2019]"
"Analysis   :","variable"
"Confidence :","95% confidence interval of percent figure (+/-)"
"Variable   :","Percentage of population who are white not UK born"

"local authority: district / unitary (prior to April 2015)","mnemonic","Numerator","Denominator","Jan 2005-Dec 2005","Conf","Numerator","Denominator","Jan 2006-Dec 2006","Conf","Numerator","Denominator","Jan 2007-Dec 2007","Conf","Numerator","Denominator","Jan 2008-Dec 2008","Conf","Numerator","Denominator","Jan 2009-Dec 2009","Conf","Numerator","Denominator","Jan 2010-Dec 2010","Conf","Numerator","Denominator","Jan 2011-Dec 2011","Conf","Numerator","Denominator","Jan 2012-Dec 2012","Conf","Numerator","Denominator","Jan 2013-Dec 2013","Conf","Numerator","Denominator","Jan 2014-Dec 2014","Conf","Numerator","Denominator","Jan 2015-Dec 2015","Conf"
"Waverley","E07000216",6400,113500,5.7,2.6,8000,114000,7.0,3.9,7400,112500,6.6,4.0,7100,115600,6.1,3.9,5800,116400,5.0,3.5,5200,117100,4.4,3.7,7600,117700,6.5,4.5,9200,118000,7.8,4.7,6300,118700,5.3,3.8,10000,119300,8.4,4.7,8100,119800,6.8,4.5
"Woking","E07000217",7100,90500,7.8,2.8,10800,92100,11.8,6.1,11900,93600,12.7,5.9,9500,94300,10.1,5.4,9900,95400,10.4,5.7,13800,97300,14.2,7.0,11100,98600,11.3,6.5,11000,98900,11.1,6.4,11700,99400,11.8,6.6,9800,99700,9.8,5.8,8700,100000,8.7,5.6
"Adur","E07000223",1600,59200,2.7,1.7,3000,59600,5.0,4.8,3600,59500,6.1,5.3,2200,60000,3.7,"*",1200,60000,2.0,"*",1200,60500,2.0,"*",2000,60600,3.4,"*","!",61200,"!","!",2200,60500,3.7,"*",5600,62500,9.0,7.5,2000,62800,3.2,"*"
"Arun","E07000224",3500,142300,2.5,1.5,4600,143100,3.2,2.4,5800,144100,4.0,2.8,9300,144400,6.4,3.4,6700,145200,4.6,3.3,7800,145800,5.3,3.7,10100,146200,6.9,4.4,7700,147900,5.2,3.7,6200,149300,4.2,3.4,11700,151000,7.7,4.6,4700,151500,3.1,"*"
"Chichester","E07000225",6300,106400,5.9,2.4,6000,107400,5.6,3.8,5900,108900,5.4,3.6,4400,109400,4.1,3.4,6800,110100,6.2,4.2,6600,111000,6.0,4.3,6700,111100,6.0,4.6,7900,112400,7.1,4.7,5300,113300,4.7,4.0,4300,113700,3.8,3.4,5200,115200,4.5,4.1
"Crawley","E07000226",4300,98000,4.4,2.2,4300,100100,4.3,3.3,3800,100900,3.8,3.2,9800,102100,9.6,5.3,13400,102800,13.1,6.4,12200,104200,11.7,6.8,8200,106300,7.7,5.0,4200,107500,3.9,"*",8300,108200,7.6,5.0,8200,109100,7.5,4.7,13900,110100,12.6,7.1
"Horsham","E07000227",7600,124500,6.1,2.4,8100,125200,6.4,3.6,7600,126100,6.1,3.4,9200,126200,7.3,3.8,9500,127000,7.5,4.2,5400,128400,4.2,3.3,5000,128800,3.9,3.2,7100,129600,5.5,3.7,6400,130400,4.9,3.7,5900,131800,4.5,3.5,6200,133500,4.6,3.5
"Mid Sussex","E07000228",10000,128200,7.8,2.7,8700,129400,6.7,3.8,5800,131600,4.4,2.9,9800,133300,7.3,3.8,7700,134800,5.7,3.8,10900,136300,8.0,4.6,10400,137600,7.5,4.4,7100,138600,5.1,3.6,10600,140300,7.6,4.4,6900,142000,4.9,3.3,9000,143300,6.3,3.9
"Worthing","E07000229",3800,97200,3.9,2.0,8500,98200,8.6,4.7,5300,99400,5.3,3.8,3600,100300,3.5,3.2,4300,100900,4.2,3.8,3000,101900,3.0,"*",3600,103100,3.5,"*",3900,103900,3.8,4.0,3700,104500,3.5,"*",3900,105400,3.7,3.7,2900,106400,2.7,"*"
"Bath and North East Somerset","E06000022",7100,169000,4.2,1.5,8100,168800,4.8,1.6,10600,170100,6.2,1.8,9700,170800,5.7,1.8,8600,170500,5.0,1.7,9400,171400,5.5,1.8,9200,170800,5.4,1.9,11500,173700,6.6,1.9,10700,176500,6.0,1.7,11200,178200,6.3,1.7,11500,181100,6.4,1.7
"Bournemouth","E06000028",8800,161900,5.4,1.6,9600,162800,5.9,1.7,10900,166300,6.6,1.9,11900,168400,7.0,2.0,14900,170700,8.7,2.2,16900,176100,9.6,2.2,18000,179200,10.0,2.2,15500,182600,8.5,2.1,20300,184800,11.0,2.4,21800,186400,11.7,2.5,23700,188400,12.6,2.6
"Bristol, City of","E06000023",20200,400300,5.0,1.7,17000,402800,4.2,1.6,22100,406700,5.4,1.7,25400,409900,6.2,1.9,22600,413900,5.4,1.7,25300,418200,6.0,1.9,30700,421700,7.3,2.1,24000,427600,5.6,1.9,36100,433000,8.3,2.3,41500,438500,9.5,2.4,32600,445700,7.3,2.2
"Cornwall","E06000052",16200,506500,3.2,0.7,17700,512600,3.4,1.3,20100,516900,3.9,1.4,19700,519000,3.8,1.4,13500,520800,2.6,1.2,16900,524000,3.2,1.4,15900,525300,3.0,1.3,14900,530800,2.8,1.2,22800,536200,4.3,1.5,24000,540100,4.4,1.5,22100,544300,4.1,1.5
"Isles of Scilly","E06000053",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"North Somerset","E06000024",6300,191100,3.3,1.3,5000,193400,2.6,1.2,7900,196300,4.0,1.5,9800,197400,5.0,1.6,9700,198300,4.9,1.7,8500,199400,4.2,1.5,8000,198400,4.0,1.6,9700,200500,4.9,1.7,8600,202700,4.2,1.6,7600,204900,3.7,1.5,8200,206400,4.0,1.7
"Plymouth","E06000026",7100,243300,2.9,1.2,8700,244700,3.6,1.4,10000,246500,4.0,1.6,14100,247300,5.7,1.8,10500,248900,4.2,1.6,7700,250300,3.1,1.4,9900,250800,3.9,1.5,14600,253900,5.7,1.7,9700,255100,3.8,1.4,10500,256600,4.1,1.4,15000,257500,5.8,1.6
"Poole","E06000029",5200,137700,3.8,1.4,5500,138800,3.9,1.5,6600,141400,4.6,1.5,5300,142100,3.7,1.3,6400,143300,4.5,1.5,7700,144600,5.3,1.6,7400,144800,5.1,1.7,8900,146200,6.1,1.8,9000,146900,6.2,1.9,9100,147600,6.2,1.9,12200,148000,8.3,2.2
"South Gloucestershire","E06000025",5200,249400,2.1,1.1,8100,252100,3.2,1.3,10700,253200,4.2,1.5,11900,254900,4.7,1.6,12300,256900,4.8,1.7,16200,258700,6.3,1.9,12600,259600,4.9,1.8,13000,262600,4.9,1.8,8600,265600,3.2,1.4,9800,267600,3.7,1.6,14500,270700,5.4,1.9
"Swindon","E06000030",8300,188000,4.4,1.7,9500,189700,5.0,1.7,11100,195500,5.7,1.8,10000,200200,5.0,1.7,11300,202600,5.6,1.8,9200,205400,4.5,1.8,13300,207000,6.4,1.9,12800,209800,6.1,2.0,12600,212600,5.9,1.9,13800,214000,6.4,1.8,13600,215300,6.3,1.8
"Torbay","E06000027",4100,128700,3.2,1.2,3500,128600,2.7,1.2,4100,128900,3.2,1.2,5000,128600,3.9,1.4,5200,128500,4.1,1.5,6700,128200,5.2,1.7,6100,127000,4.8,1.6,6900,127700,5.4,1.6,6200,128900,4.8,1.5,8300,130000,6.4,1.8,6800,130400,5.2,1.6
"Wiltshire","E06000054",18300,437400,4.2,1.1,24500,442400,5.5,1.9,24700,446700,5.5,1.8,24700,451300,5.5,1.8,22000,453400,4.8,1.7,33600,456700,7.4,2.1,30800,460700,6.7,2.1,29800,463400,6.4,1.9,31700,466900,6.8,1.9,25000,471400,5.3,1.6,24700,475200,5.2,1.6
"East Devon","E07000040",4400,126700,3.5,1.8,4300,127600,3.4,2.7,3100,128900,2.4,2.3,7000,129500,5.4,3.5,3700,129400,2.8,2.6,5700,129700,4.4,3.2,3400,130300,2.6,2.6,4800,131400,3.7,3.1,5400,132100,4.1,3.6,4600,133500,3.5,"*",2700,135400,2.0,"*"
"Exeter","E07000041",3800,109400,3.5,1.9,4300,111000,3.9,3.0,4000,111200,3.6,3.1,5200,111600,4.7,3.8,6200,112100,5.6,4.3,4100,113700,3.6,"*",4800,115400,4.2,3.8,8500,117300,7.2,4.9,10500,119300,8.8,5.4,3900,121300,3.2,"*",6000,123900,4.8,4.1
"Mid Devon","E07000042",2700,72500,3.7,1.9,2900,73300,4.0,"*",3600,74800,4.9,4.5,3000,75600,4.0,"*",3600,76100,4.7,"*",4000,76500,5.2,4.6,2900,76500,3.8,"*",1800,77100,2.4,"*",2200,77800,2.8,"*",2900,78400,3.7,"*",4000,78700,5.1,"*"
"North Devon","E07000043",3500,89100,3.9,1.9,2700,89800,3.0,"*",1100,90400,1.2,"*",3000,90800,3.4,"*",2100,91000,2.3,"*",2000,91300,2.2,"*",2500,91900,2.7,"*",1400,91800,1.5,"*",2300,91700,2.5,"*",2200,91900,2.4,"*",5200,92100,5.7,5.1
"South Hams","E07000044",2700,80400,3.4,1.9,5300,81400,6.6,5.1,4400,81800,5.4,4.2,1900,82000,2.3,"*",2500,81300,3.0,"*",3300,82100,4.0,"*",2900,82200,3.5,"*",5200,82100,6.3,4.6,6700,82500,8.2,5.2,4700,83100,5.7,4.3,4200,83600,5.0,4.7
"Teignbridge","E07000045",2200,120200,1.8,1.2,3200,119500,2.7,"*",4900,121200,4.0,3.1,6400,121400,5.3,3.6,2900,121500,2.4,"*",4700,121400,3.9,3.2,5900,121400,4.8,3.5,4900,122200,4.0,3.3,3900,123100,3.2,2.9,5400,124400,4.3,3.7,2500,125400,2.0,"*"
"Torridge","E07000046",1800,60500,2.9,1.8,1400,60600,2.3,"*","!",61200,"!","!","!",62600,"!","!",2500,62500,4.0,"*",3400,62700,5.5,5.4,1700,63000,2.7,"*","!",63200,"!","!","!",64100,"!","!",1100,64700,1.8,"*",1700,65300,2.7,"*"
"West Devon","E07000047",1100,49200,2.3,1.5,3500,49000,7.1,6.8,1800,50200,3.5,"*","!",51000,"!","!",900,51000,1.8,"*","!",51700,"!","!",1900,52500,3.6,"*","!",52600,"!","!","!",52000,"!","!",3000,52400,5.7,"*",4200,52800,8.0,6.6
"Christchurch","E07000048",1800,45300,3.9,1.9,1600,45600,3.5,"*",2300,46000,5.1,"*",1500,46500,3.3,"*",1000,46800,2.2,"*",1000,47200,2.1,"*",1300,47300,2.7,"*",2700,47500,5.6,5.0,1700,48000,3.6,"*","!",48500,"!","!",1300,48700,2.6,"*"
"East Dorset","E07000049",3500,85000,4.1,2.0,3200,85300,3.7,3.0,3400,86000,3.9,3.1,1800,86300,2.0,"*",3300,86100,3.8,3.0,2400,86200,2.7,2.6,2000,85600,2.3,2.2,3300,86700,3.8,3.0,3400,86900,3.9,3.0,4900,86900,5.6,3.9,3500,87700,3.9,3.3
"North Dorset","E07000050",3200,63300,5.1,2.3,3500,64200,5.5,4.5,2800,65200,4.2,3.7,3700,65200,5.6,4.0,2000,64900,3.1,2.9,4800,65000,7.4,4.9,5900,65600,9.0,5.0,5800,66200,8.8,5.1,3900,66900,5.9,4.2,3500,66800,5.3,4.1,4300,67600,6.4,4.8
"Purbeck","E07000051",1800,43700,4.1,2.0,"!",43900,"!","!",2200,43000,5.1,"*",1800,44600,4.0,"*",1400,44500,3.1,"*",1700,44500,3.9,"*",900,44100,2.1,"*",700,44700,1.6,"*",1800,44800,4.0,"*",2900,45000,6.5,5.5,1600,45600,3.6,"*"
"West Dorset","E07000052",4000,94100,4.2,2.0,3100,95000,3.3,3.0,4000,96500,4.1,3.1,3300,96000,3.4,2.5,3800,95700,4.0,2.7,3000,96000,3.2,2.5,3400,94700,3.6,2.7,4700,96900,4.9,3.2,4600,97400,4.8,3.3,3300,97600,3.3,2.9,5500,98200,5.6,3.7
"Weymouth and Portland","E07000053",2300,62800,3.7,2.0,2100,62800,3.3,"*",1200,63000,1.9,"*",1500,63100,2.4,"*",1800,63200,2.9,"*",3600,63200,5.7,4.4,4100,62100,6.5,4.5,2600,63300,4.1,3.5,2100,63400,3.2,"*",3100,63400,5.0,4.5,2900,63500,4.5,"*"
"Cheltenham","E07000078",6800,109100,6.2,2.6,5600,109600,5.1,3.6,6400,110000,5.8,3.8,5600,110400,5.1,3.9,9400,112300,8.4,5.0,12900,112600,11.4,5.7,13500,112200,12.0,6.6,9300,113200,8.2,4.9,9700,113000,8.6,5.1,12200,113600,10.8,5.6,8100,113400,7.1,4.5
"Cotswold","E07000079",4500,80600,5.5,2.4,4900,81500,6.0,4.5,1400,82000,1.7,"*",4100,81800,4.9,4.4,3100,81600,3.8,3.7,2400,81400,2.9,"*",3700,81900,4.5,"*",1900,82400,2.3,"*",3400,83000,4.1,"*",6000,83600,7.2,5.2,5300,84200,6.3,5.1
"Forest of Dean","E07000080",2000,80100,2.5,1.7,1200,80300,1.5,"*",2100,80400,2.6,"*",5200,80400,6.5,4.9,2500,80300,3.1,"*",2200,80100,2.8,"*",2900,80300,3.6,"*","!",80800,"!","!",1200,81000,1.5,"*",4400,81000,5.5,4.8,3800,82600,4.6,4.1
"Gloucester","E07000081",2700,111400,2.4,1.6,4200,113800,3.7,3.1,3500,115700,3.1,2.7,4700,116900,4.0,3.3,8300,117900,7.1,4.4,3900,119200,3.3,3.1,5200,120500,4.3,3.6,8400,121900,6.9,4.3,2800,123000,2.2,"*",4200,124200,3.4,3.2,6300,125600,5.0,3.6
"Stroud","E07000082",5100,109200,4.7,2.1,5200,109200,4.7,3.2,5900,109700,5.4,3.6,5000,110000,4.6,3.5,4900,110500,4.5,3.2,3100,111200,2.8,2.7,5000,111800,4.4,3.7,3700,112100,3.3,3.1,4400,112800,3.9,3.5,6600,114000,5.7,4.3,3600,115500,3.1,"*"
"Tewkesbury","E07000083",2900,80200,3.6,2.2,1900,77700,2.4,"*",2400,78500,3.1,"*",2800,78900,3.5,"*",3700,78700,4.6,4.4,3300,80200,4.2,"*",3400,81400,4.2,"*",4500,82100,5.4,4.3,6000,83400,7.1,5.1,4900,84900,5.8,4.6,7500,85900,8.8,5.5
"Mendip","E07000187",3300,104000,3.2,1.8,3300,104300,3.2,2.8,4800,105100,4.6,3.5,4400,105800,4.2,3.4,4200,105700,3.9,3.2,4700,105900,4.5,3.7,2300,105300,2.2,"*",5500,106000,5.2,3.8,4000,107100,3.8,3.1,7600,107900,7.0,4.4,6200,109100,5.7,4.2
"Sedgemoor","E07000188",2100,108300,2.0,1.5,2300,109300,2.1,"*",1000,110600,0.9,"*",1800,111400,1.6,"*",4500,111500,4.0,2.9,7300,112300,6.5,4.0,5000,112700,4.4,3.4,2700,114500,2.4,"*",5300,115900,4.6,3.5,7200,116300,6.2,4.1,7400,118500,6.2,4.2
"South Somerset","E07000189",5300,153800,3.5,2.1,8600,154600,5.6,3.2,8400,155500,5.4,3.1,5800,157100,3.7,2.5,8800,157500,5.6,3.3,11800,157600,7.5,3.9,11000,158000,7.0,3.6,10200,159700,6.4,3.5,9700,160600,6.0,3.6,5800,160800,3.6,2.7,4900,162100,3.0,2.6
"Taunton Deane","E07000190",2700,104500,2.6,1.8,5700,104700,5.4,4.0,4200,105500,4.0,3.2,4300,105700,4.0,3.3,6100,106300,5.7,4.2,4300,106800,4.0,3.6,3300,107300,3.1,3.1,7100,108200,6.5,4.5,7100,108900,6.5,4.4,8000,109600,7.3,5.1,13600,111000,12.2,6.1
"West Somerset","E07000191",900,33500,2.7,1.7,1200,33600,3.6,"*",1000,33700,3.0,"*",1200,33800,3.7,"*","#",33700,2.8,"*",1300,33600,3.7,"*",1100,33200,3.3,"*","!",33000,"!","!","!",33000,"!","!","!",33000,"!","!","!",33200,"!","!"
"Isle of Anglesey","W06000001",1600,68500,2.3,1.2,1700,68700,2.5,1.2,1700,68900,2.5,1.2,1700,69000,2.5,1.2,1300,69300,1.9,1.1,2000,69000,2.9,1.4,1700,68000,2.5,1.3,1800,68900,2.7,1.3,2200,69100,3.2,1.3,2000,69300,2.8,1.2,2200,69100,3.2,1.3
"Gwynedd","W06000002",2200,117500,1.9,0.9,3100,117400,2.7,1.1,3700,117800,3.1,1.2,3900,118100,3.3,1.3,2600,118900,2.2,1.1,2200,119500,1.8,1.0,2800,118600,2.4,1.1,2600,119500,2.2,1.1,2400,120000,2.0,1.0,2900,120300,2.4,1.2,2200,120900,1.8,1.1
"Conwy","W06000003",2600,110100,2.3,1.0,2200,110600,2.0,1.0,2600,111400,2.3,1.0,3300,111800,2.9,1.1,2500,111900,2.3,1.1,3400,111900,3.0,1.2,3900,110900,3.5,1.4,3600,112500,3.2,1.2,4300,113000,3.8,1.3,4900,113600,4.4,1.4,5000,113300,4.4,1.4
"Denbighshire","W06000004",1500,92400,1.7,0.9,1700,92600,1.8,1.0,1500,93300,1.7,0.9,1900,93200,2.0,0.9,2900,93200,3.1,1.2,1700,92800,1.9,1.0,2800,91700,3.0,1.3,2100,92600,2.3,1.1,2300,93200,2.5,1.1,2400,93500,2.6,1.1,2200,93600,2.4,1.1
"Flintshire","W06000005",3700,149100,2.5,1.1,3500,149100,2.3,1.1,3600,149500,2.4,1.1,4400,150500,2.9,1.3,4500,151100,3.0,1.3,6600,151300,4.4,1.6,5000,149800,3.4,1.5,4700,151700,3.1,1.4,5000,152200,3.3,1.3,7000,152700,4.6,1.6,5000,153500,3.2,1.3
"Wrexham","W06000006",3100,127400,2.4,1.2,4300,128800,3.3,1.4,5300,129700,4.1,1.4,4400,130900,3.3,1.3,5600,131900,4.2,1.5,5300,132600,4.0,1.5,7300,132800,5.5,1.8,6500,133700,4.9,1.7,6400,134300,4.8,1.6,7000,134600,5.2,1.7,7300,134000,5.5,1.7
"Powys","W06000023",2100,128000,1.6,0.9,3300,129400,2.5,1.2,2200,130400,1.7,0.9,3400,131100,2.6,1.2,3600,131100,2.8,1.3,4900,130800,3.7,1.4,4400,130000,3.4,1.3,4200,130500,3.2,1.3,3300,130900,2.6,1.2,3600,130700,2.7,1.2,4500,130800,3.5,1.5
"Ceredigion","W06000008",1900,74700,2.6,1.2,1900,74600,2.6,1.2,2600,74200,3.6,1.4,3100,74300,4.2,1.6,3800,73900,5.1,1.9,2700,74600,3.7,1.7,2800,73600,3.8,1.6,3300,75000,4.5,1.7,3600,74900,4.8,1.6,3300,74100,4.5,1.6,2500,72600,3.5,1.4
"Pembrokeshire","W06000009",3700,115600,3.2,1.1,3300,116700,2.8,1.2,4200,118400,3.6,1.4,3900,119400,3.3,1.4,4000,119700,3.3,1.4,4700,120200,3.9,1.4,3500,119800,2.9,1.2,3300,121300,2.8,1.2,2900,123200,2.3,1.1,2800,124700,2.2,1.1,3700,124600,3.0,1.3
"Carmarthenshire","W06000010",3300,176200,1.9,0.9,3500,177100,2.0,0.9,5000,179200,2.8,1.1,4000,180400,2.2,1.1,4600,180700,2.6,1.2,3900,180900,2.2,1.0,4200,179700,2.3,1.1,4100,181800,2.3,1.1,6100,180900,3.4,1.4,6700,179600,3.7,1.4,8600,180700,4.8,1.6
"Swansea","W06000011",5300,226800,2.3,1.1,6800,228300,3.0,1.2,5400,229900,2.3,1.1,6700,231800,2.9,1.2,7200,233300,3.1,1.2,8900,234800,3.8,1.4,5900,234100,2.5,1.2,9200,236700,3.9,1.4,8500,237000,3.6,1.3,10000,238200,4.2,1.5,7300,239700,3.1,1.3
"Neath Port Talbot","W06000012",2400,136600,1.8,0.8,2700,137200,2.0,0.9,2500,137600,1.9,0.9,3100,138300,2.3,1.0,3400,138400,2.4,1.1,2800,138400,2.0,1.1,2100,137800,1.5,0.9,2400,139000,1.7,1.0,2600,138400,1.9,1.0,1700,139300,1.2,0.8,1600,139800,1.1,0.8
"Bridgend","W06000013",2400,131200,1.8,0.9,3100,132000,2.4,1.1,3200,133900,2.4,1.1,2900,135200,2.2,1.1,2000,135500,1.5,0.9,2900,136300,2.1,1.1,3700,135400,2.7,1.3,3700,137100,2.7,1.3,3900,138200,2.8,1.3,4200,139000,3.0,1.4,3000,139900,2.1,1.2
"Vale of Glamorgan","W06000014",3800,121100,3.1,1.2,2700,121700,2.2,1.1,4300,123100,3.5,1.3,4200,123800,3.4,1.4,5100,124100,4.1,1.5,4900,124400,3.9,1.4,4100,123300,3.4,1.3,4900,124700,3.9,1.4,4200,125300,3.3,1.4,5500,126000,4.4,1.6,5100,125900,4.0,1.6
"Cardiff","W06000015",9400,316400,3.0,1.1,12000,319600,3.8,1.3,13900,324400,4.3,1.5,14000,328600,4.3,1.6,14400,333100,4.3,1.6,12400,336700,3.7,1.5,11600,340100,3.4,1.4,12700,345000,3.7,1.4,16200,347500,4.7,1.6,20400,350500,5.8,1.7,15700,353500,4.5,1.5
"Rhondda Cynon Taff","W06000016",5000,231600,2.2,1.0,3400,232300,1.5,0.8,3800,232400,1.6,0.9,5300,232000,2.3,1.1,4900,232500,2.1,1.1,3200,232300,1.4,0.9,4000,230800,1.7,1.0,3400,233100,1.5,0.9,6900,234400,2.9,1.3,5000,234900,2.1,1.1,3700,235500,1.6,0.9
"Merthyr Tydfil","W06000024",700,55800,1.3,1.0,1000,56200,1.8,1.2,1900,56800,3.3,1.7,1700,57200,2.9,1.6,1000,57600,1.8,1.3,1100,58000,1.8,1.3,1100,57800,1.9,1.3,1500,58200,2.6,1.5,2800,58500,4.8,1.9,3400,58500,5.7,2.3,2100,58700,3.5,1.7
"Caerphilly","W06000018",2200,171600,1.3,0.8,1800,172400,1.0,0.7,2100,173500,1.2,0.8,3200,175600,1.8,1.0,2400,176000,1.4,0.9,3700,176900,2.1,1.0,3900,175800,2.2,1.1,3600,177600,2.0,1.0,3600,177900,2.0,1.1,3600,178900,2.0,1.1,3600,179000,2.0,1.0
"Blaenau Gwent","W06000019","~",68500,0.6,"*","~",68900,0.6,"*",600,68800,0.9,0.8,600,69100,0.8,0.8,800,69300,1.2,1.0,1300,69000,1.8,1.3,1000,68400,1.4,1.1,1100,69000,1.5,1.1,1300,69200,1.9,1.2,1600,69000,2.3,1.3,1300,68900,1.9,1.1
"Torfaen","W06000020",1200,89800,1.4,0.8,1600,90100,1.7,0.9,1500,90500,1.6,0.9,1600,90300,1.8,1.0,1700,90500,1.9,1.0,2100,90300,2.3,1.1,1500,89100,1.7,1.0,1500,90300,1.7,1.0,1700,90500,1.9,1.0,1200,90800,1.4,0.9,1600,91000,1.7,1.0
"Monmouthshire","W06000021",3200,87300,3.6,1.3,2800,87500,3.3,1.3,2200,87900,2.6,1.2,2500,88200,2.8,1.3,3000,89000,3.4,1.4,2600,89500,2.9,1.2,2500,88800,2.8,1.2,2600,89900,2.9,1.2,3200,90700,3.5,1.3,3000,90900,3.3,1.3,3800,91200,4.2,1.5
"Newport","W06000022",3900,138300,2.8,1.1,3800,139400,2.7,1.2,4400,140200,3.2,1.2,5400,141500,3.8,1.4,4900,142600,3.4,1.4,5600,143300,3.9,1.4,5000,144100,3.5,1.4,5000,145100,3.4,1.4,5300,145600,3.6,1.5,6400,146000,4.4,1.7,5800,146700,4.0,1.7
"Aberdeen City","S12000033",7700,204800,3.8,1.5,9400,205600,4.5,1.7,10900,207500,5.3,1.8,15700,208600,7.5,2.2,19000,211600,9.0,2.4,20200,214000,9.4,2.4,22200,215300,10.3,2.6,20600,218000,9.4,2.4,30000,220600,13.6,2.8,25500,222500,11.5,2.8,27600,223700,12.3,2.9
"Aberdeenshire","S12000034",4800,234300,2.1,1.1,6300,238200,2.6,1.2,7900,241600,3.3,1.3,10900,244000,4.4,1.5,12700,246300,5.1,1.7,12200,248900,4.9,1.8,15400,250500,6.1,2.0,12100,253100,4.8,1.9,9100,254900,3.6,1.7,9700,258000,3.7,1.7,11100,259500,4.3,1.9
"Angus","S12000041",2700,109500,2.5,1.1,3000,110700,2.7,1.1,3300,111900,2.9,1.1,4200,113000,3.7,1.3,4500,113400,3.9,1.4,3600,113900,3.2,1.4,3100,113800,2.7,1.4,3400,114700,3.0,1.4,5400,115200,4.7,1.8,4700,115200,4.1,1.8,4700,115500,4.1,1.8
"Argyll and Bute","S12000035",2600,87300,2.9,1.2,2500,87700,2.9,1.2,2700,87700,3.0,1.2,3000,87100,3.4,1.3,3000,86700,3.5,1.4,3400,86200,3.9,1.4,3100,85500,3.6,1.4,3500,84300,4.1,1.5,3700,85700,4.3,1.6,3600,85300,4.2,1.5,2800,84500,3.3,1.4
"Clackmannanshire","S12000005",700,48300,1.4,1.3,1200,48500,2.4,1.8,1300,49700,2.6,2.1,1000,50300,2.1,1.8,1300,50300,2.7,2.1,1300,50400,2.6,2.1,1900,50100,3.8,2.8,2100,50300,4.2,2.9,1400,50400,2.8,2.3,2300,50300,4.6,2.8,3000,50400,6.0,2.8
"Dumfries and Galloway","S12000006",2800,147600,1.9,0.9,2700,147800,1.8,1.0,3200,148500,2.1,1.1,5200,149100,3.5,1.5,4200,149200,2.8,1.3,5400,149000,3.6,1.5,3900,147800,2.6,1.3,4700,148900,3.2,1.3,3600,148300,2.4,1.1,4800,148000,3.2,1.3,3700,147600,2.5,1.1
"Dundee City","S12000042",3500,140400,2.5,1.1,5500,140200,3.9,1.3,4100,140500,2.9,1.2,6600,140900,4.7,1.5,6300,142000,4.4,1.6,8300,142300,5.9,1.8,8000,141700,5.7,1.9,8300,143900,5.7,1.8,8600,144100,6.0,1.8,13400,144400,9.3,2.3,11200,144200,7.8,2.2
"East Ayrshire","S12000008",1600,118800,1.3,0.8,2200,119000,1.9,1.0,1900,119400,1.6,0.9,1900,120400,1.6,0.9,1900,120800,1.6,0.9,1500,121600,1.2,0.9,1400,120000,1.2,0.9,1600,121000,1.3,0.9,1500,120900,1.3,0.9,2100,120700,1.7,1.1,1900,120800,1.6,1.1
"East Dunbartonshire","S12000045",2400,104700,2.3,1.0,2300,104400,2.2,1.0,2600,104300,2.5,1.1,3100,103500,3.0,1.3,2900,104300,2.8,1.3,2400,104300,2.3,1.2,3000,103800,2.8,1.4,2700,105300,2.5,1.3,2800,105500,2.7,1.3,3300,106300,3.1,1.5,3000,106500,2.8,1.4
"East Lothian","S12000010",2500,91700,2.7,1.1,3000,92700,3.2,1.3,3400,94300,3.6,1.3,3300,96100,3.4,1.3,3000,96600,3.1,1.4,4400,97600,4.5,1.6,5100,97300,5.3,1.9,4900,98800,5.0,1.9,5500,99800,5.5,2.0,4700,100300,4.6,1.8,3700,101400,3.7,1.6
"East Renfrewshire","S12000011",2000,89000,2.3,1.1,2000,89200,2.2,1.1,1900,89100,2.1,1.0,2200,89100,2.4,1.1,2600,89400,2.9,1.3,2800,89900,3.1,1.3,2000,89400,2.2,1.2,2300,90500,2.5,1.3,1700,91000,1.9,1.1,2000,91900,2.2,1.2,2400,92200,2.7,1.4
"City of Edinburgh","S12000036",33700,441900,7.6,2.1,34300,442500,7.7,2.0,34100,447100,7.6,2.1,38700,449700,8.6,2.2,46700,453900,10.3,2.3,43100,460400,9.4,2.2,45500,465500,9.8,2.3,49100,471100,10.4,2.4,48200,476400,10.1,2.6,46600,478600,9.7,2.5,57000,470200,12.1,3.1
"Na h-Eileanan Siar","S12000013","~",26600,0.6,"*","~",26700,1.2,"*","~",26900,0.9,"*","!",26900,"!","!","!",27000,"!","!","!",27000,"!","!","!",27100,"!","!","~",27300,1.6,"*","~",27000,1.5,"*",600,26900,2.4,2.1,"~",26800,1.5,"*"
"Falkirk","S12000014",2900,148700,2.0,1.0,1900,149200,1.3,0.8,3300,150500,2.2,1.1,2400,151300,1.6,0.9,3500,152300,2.3,1.1,3900,153400,2.5,1.2,4700,152300,3.1,1.4,6300,155100,4.1,1.5,6100,155500,3.9,1.5,5200,156000,3.3,1.4,6400,156700,4.1,1.5
